,name,description,is_preschooler
6940,biscuit's hanukkah,"come along wit biscuit as he makes a beautiful menorah to celebrate hanukkah. it's a great time for stories, songs, food and friends!<br /><br />ages 2 – 6",0
6941,boo! a halloween peek-a-boo! book,"eye-catching artwork, rhyming text, and die-cut pages in the shapes of traditional halloween costumes make this the perfect halloween treat!<br /><br />on halloween night,<br />what does leroy dooo?<br />he jumps on a ghost<br />who hisses...booo!<br />rhyming text and bold, luminous artwork by lark carrier bring to life a halloween night of ooohs, booos, shooos, and hooos as leroy the dog uncovers the real identities of his trick-or-treating pals. kids can turn the brightly colored, die-cut pages to transform a witch into a girl, a black cat into a boy, and many more.<br />happy halloween, leroy!",0
6942,10 rubber duckies,"<b>a witty and whimsical take on a favorite rhyme, plus amusing photographs, make this oversize board book irresistible fun--and a great way for youngsters to practice counting too. </b><br /><br /><i>10 rubber duckies sitting on the tub. they all move over, and one falls in: glub, glub, glub</i>. this delightful twist on the popular song follows nine sunny yellow duckies, and a funky bright blue one as they dive, fall, plop, and drop into the water. it's all charmingly photographed from a variety of interesting angles in a sweetly old-fashioned tiled bathroom--even the toy ducks seem alive and expressive as they fall in and float. it's absolutely perfect for bathtime--and will surely entice reluctant young bathers into the tub.<br />",0
6949,the balloon sailors,"""based on true events from the time of the berlin wall.""<br /><br />when king frack and king frick divide their kingdom with a tall wall, tamala and her brother send balloon messages over the wall to their beloved grandmother.<br /><br />then tamala decides her family can reach their grandmother the same way: in a hot-air balloon! the family gathers all the materials they will need: cloth for the balloon, straw for the basket. but where to find a gas burner? with spies everywhere, their work is extremely perilous.<br /><br />nevertheless, mother sews the material, father weaves the basket, and tamala and abalon discover an old gas burner in a junkyard. after many nights of labor, their craft is ready and rises into the air. guards on the wall spot them and fire their weapons, but the balloon sails safely over.<br /><br />happily, they successfully reach their destination, just as two families from east berlin did in 1979! an endnote ties this story to the dramatic true event.<br /><br />key features: based on a true escape over the berlin wall in 1979 a captivating, page-turning suspense story stunning, evocative illustrations",0
6953,grandpas are for finding worms,"when you need worms for fishing, grandpa knows just where to look. grandpas are great at making things, like bookshelves, burgers, and funny faces. some grandpas like to sing old songs, some like to play baseball, and all grandpas make you feel special. young children and grandpas alike will love this sweet tribute to the special love between them",0
6955,how much is that doggie in the window?,"it is a sad moment when a young boy discovers he doesn't have enough money to buy the waggely tailed dog he sees in the pet store window. nothing but that waggely tailed pup will do as a pet for the boy, so he's off to make some money to buy the dog of his dreams!<br /><br />misadventures follow and by the end of the week the boy has less money than when he started. thinking he will just say hello to the doggie in the window, the little boy finds the dog is gone. someone else has bought the dog for a very special son to thank him for all the nice things he has done. who could that lucky boy be?<br /><br />a story as irresistible as waggely tailed doggies and little boys.",0
6958,who's been eating my porridge?,"little bear hates porridge. even with honey, berries and nuts, little bear wont eat his porridge. so every morning mommy and daddy set the porridge outside for old scary bear, who loves porridge. and everyday, the porridge always gets eaten by someone now little bear is convinced that there really is an old scary bear who loves porridge. then after spending the day with his aunt, uncle and cousins playing scary bear games little bear has a bad dream in which old scary bear is chasing him through the woods! so the next morning little bear ate two bowls of porridge. and when he went outside to gather nuts, who was waiting for him?",0
6959,i like bugs: the sound of b (wonder books),"developed by a renowned team of experts, and described by critics as leading the field, these acclaimed books entice prereaders by using color photographs of children. the pictures provide clues to the simple words on the page, so when the students hear the repetitive sounds, they begin to associate sounds with letters with one sentence per page, the clean format builds critical confidence in recognizing consonants, vowels, blends, and digraphs.",0
6962,tough trucks,"take to the road with our favourite animal characters to discover lots of different trucks: a noisy dustcart, a big cement mixer, a tanker, articulated lorries and more. then peep inside the cab where the driver sits before popping off for a cup of tea in a transport cafe!",0
6967,shrek 2: cat attack! (8x8 storybook w/ stickers),"when shrek and donkey meet a mysterious stranger named puss in boots in the deepest, darkest part of the woods, will they be in terrible danger . . . or meet a new friend? maybe a little of both!<br /><br />a beautifully illustrated full-color storybook, based on a wonderful, funny scene from the new shrek 2 movie.<br /><br />licensor approval pending.",0
6970,the king and the tortoise,"in a traditional folktale from cameroon, the patient and wise tortoise wins over the clever fox, the speedy hare, and the strong elephant when the king asks his subjects for a robe of smoke. <br /><br />""the full-color artwork illustrates the tale effectively . . . (an) entertaining picture book for folklore collections."" -- <i>booklist</i>",0
6972,baba yaga: a russian folktale,"a disarmingly direct and authentic introduction to the well-known witch. . . . arnold emulates traditional russion 'lubok' art . . . in a vivid, energetic style that's a beautiful complement to the lively story. sure to draw readers with its jewel-bright colors and pleasingly gruesome witch.--kirkus. full color.",0
6974,the copy crocs,"crocodile has a big imagination. but he has a big problem too.<br />he's always thinking up fun, new things to do like sliding through mud puddles, sunbathing by the shore, or floating downstream stretched out on a log. but no matter what he does, all the other crocs follow him and copy him--every time! crocodile finally manages to escape his fellow crocs, only to discover a surprising truth: being by himself is not nearly as much fun as being with his friends.<br />david bedford has created an appealing character wrestling with a situation that will resonate with children. artist emily bolam's bold, expressive illustrations bring out the fun and humor of the story.",0
6976,pup's supper,"""at suppertime, mother sea otter plucks a snail from a kelp frond, cracks it open with her teeth and gives it to her pup. but pup doesn't like snails"". so begins pup's supper, a lively tale of a sea otter mom and her pup exploring the delights of supper time.discover the playful world of sea otters in this beautifully illustrated board book for beginning readers.",0
6992,the curious little kitten around the house,the adventures of a little kitten as she explores the house alone for the first time.,0
7003,finny learns to swim (read-it! readers),"a young fish wants to be able to play tag and other games with his friends, but first he must learn to swim.",0
7005,whose house is this?: a lift-and-look abc book (great big board book),"learning the shapes of all 26 letters of the alphabet has never been more exciting in this big fun-filled board book! inside each letter-shaped house lives an appropriate person at work--from andy the astronaut in his ""a""-shaped house to zach the zookeeper in his ""z.""  peek inside the houses and see the sturdy board letters spring up from the page like magic! preschoolers will love learning their letters in this abc neighborhood!",0
7006,fuzzytail friends lift-and-look animal book,"lisa mccue's menagerie of adorable and irresistable animals will invite preschoolers to lift, look, and <i>learn</i> in this new addition to our <i>great big flap book</i> series. each spread features animals in a different setting with a different educational theme. with over 50 flaps to lift, kids will learn about mothers and babies on the farm, counting in the garden, animal homes in the forest, and more!",0
7009,jessie's wishes,"jessie's about to turn eight. she's wishing for a chemistry set, but her brother says he didn't get one at her age. sometimes jessie wishes she didn't have a brother at all. and now her mother is expecting a baby. will jessie's parents love the new baby more than they love her? illustrated.",0
7010,spot goes to the farm,"spot searches for new babies among the farm animals, each of which greets him with its own distinctive noise. movable flaps conceal portions of the illustrations.<br /><br />the bestselling puppy is better than ever. spot's 25th birthday presents are bold, beautiful color covers that give him a great new look. enjoy spot in paperback with full-color covers and traditional lift-the-flap features. have more fun with spot!",0
7012,a hat for minerva louise,"""stoeke's second book about that intrepid screwball, minerva louise, is a rare find.""--<i>the horn book</i>, starred review<br /><br />the other chickens hate snowy mornings. but not minerva louise! to her a snowy day--like everything else--is an adventure. but this chilly, chipper hen needs something to keep her warm. what she finds--and how she finds it--will keep young readers cackling.<br /><br />""minerva louise expresses a range of emotions from pleasure to curiosity. . . . a great choice for storytime.""--<i>school library journal</i>, starred review<br /><br />an ala notable book<br /><br />a <i>school library journal</i> best book of the year",0
7014,minerva louise,"for over twenty years, the inspired silliness of janet stoeke's minerva louise series has captured imaginations and tickled funny bones. now the book that introduced the feather-brained fowl is back and just as hilarious as ever. from the flowerpot minerva uses as a comfy seat to the tricycle she mistakes for a tractor, the daffy details of this clever story are truly memorable. an all-new cover design makes this the perfect introduction for the next generation of minerva fans.",0
7015,minerva louise  at  the  fair,"the fair has come to town, and minerva louise finds much there to mistake for something else from her world-but there's no mistake about who deserves the blue ribbon.",0
7016,minerva louise on christmas eve,"what is that fat guy in the red suit doing on the roof? wonders minerva louise one snowy evening. she follows him down the chimney and, to her surprise, sees a big tree <i>inside.</i> the harebrained hen can?t make any sense of it, but young children will cackle with delight as they follow minerva around on her christmas eve adventure with the jolly fat fellow. she even gets a present!",0
7018,hide-and-seek,"in hide and seek, the playful hen looks high and low, but she just can't seem to locate her friends. that's when she decides to create her own rules for this game. and in rainy day, minerva louise -- with her typical featherbrained flair -- looks for shelter, but when she can't find anywhere dry, she makes the best of a wet situation. young readers will delight in cockeyed minerva louise's solutions to life's little problems.",0
7022,picnic: little kippers,a few surprises turn up at kipper and tiger's picnic!<br />,0
7026,barney's book of clothes,the next book in the popular series of tabbed board concept books starring barney.<br /><br />barney introduces toddlers to familiar pieces of clothing in this concept book about getting dressed.<br />tabs on each spread show the key piece of clothing for that spread.,0
7027,care bears: the day nobody shared,"the fifth in the care bears 8x8 storybook series re-introducing the popular care bears and their caring and sharing world of care-a-lot!<br /><br />in the day nobody shared, share bear makes good luck bear realize the importance of sharing.<br /><br />children will love to read about these adorable bears and learn about their special caring mission as the care bears teach them the importance of caring for others and sharing their feelings.",0
7034,thomas-saurus rex (thomas & friends),"stepney, a very old engine, is taking the museum cars to the natural history museum. james and henry think that not only is stepney an old ""bucket of bolts,"" but that the museum cars carry ""just a lot of old nonsense."" when stepney breaks down, thomas doesn't want to get stuck being seen with the old dinosaur bones and relics of the past. what will his friends think, and more important, what will the children say? thomas is in for a big surprise!",0
7045,"1, 2, 3, cook!: a kitchen counting book (ratatouille)","the stars of disney ¥ pixar's hit film <i>ratatouille </i>are back - and cookin' up some new trouble! young chefs will delight in counting the ingredients, and petting the ""fuzzy"" characters featured on the cover and all the pages of this delectably illustrated board book.",0
7046,"spider-man 2: hurry up, spider-man!","peter parker is trying to get to his friend m. j.'s play. he's riding his motorbike as fast as he can, but then his spider sense kicks in. a speeding car is about to crash into a pretzel cart, and a boy is in the way! can spider-man save the day and get to m. j.'s performance on time?",0
7047,on the day his daddy left,"now available in paperback. on the day his father moves out of the house, danny's teacher, friends, and family reassure him that his parents' divorce is not his fault. full color.",0
7057,pepo and lolo and the red apple: super sturdy picture books,"<b>with vibrant primary colors and charming simplicity, the inseparable pepo and lolo earn instant toddler appeal.</b><br /><br />meet pepo and lolo, a beaming pink pig and a yellow chick. in pepo and lolo and the red apple, the winsome pair puts their cooperative skills to work and earn a nice juicy reward. drawn in the simplest detail but bursting with expression, these bright little characters are bound to win loyal friends.",0
7059,biscuit's pet & play easter: a touch & feel book,"<strong>cozy up for easter fun with biscuit, everyone's favorite little yellow puppy!</strong><br /><br />pet the fuzzy yellow chick and hunt for shiny easter eggs as you join biscuit in this easter touch-and-feel adventure! the sturdy board book pages and simple text are just right for babies and toddlers.<br /><br />this easter touch-and-feel book is a sweet way to share the holiday spirit with little ones. woof, woof!",0
7067,disney's beauty and the beast the teapot's tale (a little golden book),the traditional disney story of the prince who had been turned into a beast and belle whose true love was able to transform the beast back into a handsome prince.,0
7076,"bird, fly high","<b>vibrant artwork and a quick, compelling story will entrance little readers of this die-cut novelty book from an award-winning author and illustrator.</b><br /><br />with his trademark glowing hues, simple shapes, and clever die-cut designs, the innovative petr horácek creates a new animal tale perfect for preschoolers. bird, fly high follows a brilliantly colored feathered friend as she hops, flaps, pecks, tugs, and flies away, quick, quick, quick.",0
7077,pintura de ratón,"three mice have a colorful adventure in this spanish-language edition of the bestselling <i>mouse paint</i>. when they jump in and out of three jars of paint, the mice make an amazing discovery about mixing colors. but will they forget about the <i>gato</i>?<br />",0
7079,alcyone: a selection,"a masterpiece of twentieth-century italian poetry, halcyon inscribed the landscape of tuscany with the memories and emotion of the time d'annunzio himself spent there with the famous actress eleanora duse. no less brilliant for his narcissism, this poet, dramatist, and sometimes politician was larger than life, and his broad talent shines through in this carefully organized set of lyrics.",0
7085,"goodnight, country","dinner bells ring, screen doors swing. bats squeak, porch swings creak. shh, it's evening in the country. this colorful picture book brings the sounds, sights and rhythms of country evenings to life. its catchy text and vibrant pictures are perfect for very young children as well as for children beginning to read on their own.",0
7086,"the hitchhiker's guide to the galaxy: the complete trilogy of five (hitchhiker's guide, #1-5)","* the hitchhiker's guide to the galaxy<br />* the restaurant at the end of the universe<br />* life, the universe and everything<br />* so long, and thanks for all the fish<br />* mostly harmless<br /><br />suppose a good friend calmly told you over a round of drinks that the world was about to end? and suppose your friend went on to confess that he wasn't from around here at all, but rather from a small planet near betelgeuse? and what if the world really did come to an end, but instead of being blown away, you found yourself hitching a ride on a spaceship with your buddy as a traveling companion?<br /><br />it happens to arthur dent.<br /><br />an ordinary guy from a small town in england, arthur is one lucky sonofagun: his alien friend, ford prefect, is in fact a roving researcher for the universally bestselling hitchhiker's guide to the galaxy ... and expert at seeing the cosmos on 30 altairian dollars a day. ford lives by the guide's seminal bit of advice: don't panic. which comes in handy when their first ride--on the very same vessel that demolished earth to make way for a hyperspacial freeway--ends disastrously (they are booted out of an airlock). with 30 seconds of air in their lungs and the odd of being picked up by another ship 2^276,709 to 1 against, the pair are scooped up by the only ship in the universe powered by the infinite improbability drive.<br /><br />but this (and the idea that bogart movies and mcdonald's hamburgers now exist only in his mind) is just the beginning of the weird things arthur will have to get used to. for, on his travels, he'll encounter zaphod beeblebrox, the two-headed, three-armed ex-president of the galaxy; trillian, a sexy spacecadet he once tried to pick up at a cocktail party, now zaphod's girlfriend; marvin, a chronically depressed robot; and slartibartfast, the award-winning engineer who built the earth and travels in a spaceship disguised as a bistro.<br /><br />arthur's crazed wanderings will take him from the restaurant at the end of the universe (where the main dish of the day introduces itself and the floor show is doomsday), to the planet krikkit (locked in slo-time to punish its inhabitants for trying to end the universe), to earth (huh? wait! wasn't it destroyed?!) to the very offices of the hitchhiker's guide itself as he and his friends quest for the answer to the question of life, the universe and everything ... and search for a really good cup of tea.<br /><br />ready or not, arthur dent is in for one hell of a ride!",0
7087,when i'm sleepy,"this enchanting bedtime story will soothe and beguile children and adults alike. as a little girl wonders what it would be like to sleep like animals do - curled up in a basket, or hanging upside down, or lying in a hollow log - the carefully detailed pictures show her peacefully slumbering as she rests on a cat's warm fur, hangs companionably next to a bat, and is lovingly held by a raccoon. although many of the pictures are funny, the overall atmosphere of the book is tender, dreamy and (yawn) very soporific.",0
7091,little otter's big journey,"little otter was born at the edge of the big, blue sea, but he's afraid to dive into the water. one day when his mother must swim under the sea to find food, she leaves little otter behind. while he waits, little otter meets up with many of his friends, but he still misses his mommy. when a big storm appears, little otter must overcome his fears in order to find his mother. a touching story about discovering courage and enjoying life's adventures.",0
7093,bob's white christmas,"can they do it? yes, they can!it's christmas eve and bob and his crew are ready to celebrate. but when a big snowstorm hits, bob and the vehicles have to dig out farmer pickles and deliver gifts to mrs. percival's class -- all before the end of the night.",0
7094,look who's talking! on the farm,"nosiree, this is not your average animal-sound book. as you read along with the rhymes, flip open the oversize flaps and place your lips through the die-cut hole on each page to make the farm animals appear to <i>moo, baa</i>, and <i>la la la</i>! this engaging, entertaining novelty book makes the animals come to life!",0
7098,"one fish, two fish, red fish, blue fish","this is one fish you can take a bath with! dr. seuss's all-time favorite ""one fish, two fish, red fish, blue fish"" is now a bright and early bath book. four colorful spreads based on the original story let kids make a splash with funny fish from here to there!",0
7104,haunted halloween (walt disney's mickey and friends),"it's a stormy, spooky night, and mickey is hosting a halloween party. young readers can share in the halloween fun as mickey and friends end up scaring each other silly.",0
7105,"ten, nine, eight","<strong>a caldecott honor book and</strong><strong> ala notable book</strong><br /><br /><strong>a bedtime book and a counting book!</strong><br /><br /><strong>“a delightful bedtime book.”—<em>new york times</em></strong><br /><br />acclaimed author molly bang shares the going-to-bed countdown in a loving family. “ten small toes all washed and warm,” begins the story, and then young readers journey toward tuck-in time, counting down along with the story’s african-american father and daughter.<br /><br />in the satisfying conclusion, one little sleepyhead settles in for the night. an award-winning classic, <em>ten, nine, eight</em> has been comforting and delighting children and their parents for more than thirty years.<br /><br />“this beguiling picture book, with a palette of eye-filling colors, appears to arise naturally from the love binding a father and his little ‘big’ girl who turn bedtime into playtime with a rhyming game.”—<em>publishers weekly</em>",0
7106,i'm not afraid of halloween!: a pop-up and flap book,"spooky trick-or-treaters knock on the door on every spread of this halloween book! from a scar-faced frankenstein who looms large, the costumes get more frightening -- but ""they"" don't scare the little boy giving out candy. what ""will"" scare him? he's not afraid of anything! ""or is he?"" lift the flaps to find out!",0
7107,shake a leg!,"just right for toddlers, junior jellybean books feature simple stories and pictures, sing-song text, and beginning concepts, guaranteed to nurture a lifelong love of reading.",0
7121,how loud is a lion?,"introduces a crowd of colorful creatures, including crafty crocodiles, mischievous monkeys, and of course, loud lions. on board pages.",0
7124,a big surprise,"it's mouse's birthday—and her friends dog, frog, cat, fox, and snake have something special in store!",0
7129,ice skating dreams (barbie: amazing athlete),"jane's first ice skating competition is right around the corner and she's feeling nervous. what is she messes up her new jump in front of everyone? with coach barbie's help, jane learns that ice skating isn't just about performing or winning - it's also about having fun!",0
7136,crab cat,a cat imagines what it would be like to be a crab living by a pool at the seashore.,0
7138,baby donald's busy play group,baby donald duck is afraid of going to play group until he finds he can do many fun things with his new friends,0
7139,jenny's surprise summer,"although she loves both of her foundling kittens, jenny must decide which one she will take to the city apartment when her beach vacation comes to an end.",0
7140,the farm book,"this read-aloud book about life on the farm is perfect for all children ages 3 and up. this delightful illustrated book, with vibrant color pictures, details the daily routines of betty and bobby, and their farm animal friends the sheep, the pigs, the ponies, the chickens, the cows, and the geese.",0
7146,going on a plane,a different family in each book discovers how to deal with new situations.,0
7147,going to school,"colorful new editions of a timeless series designed to introduce young children to unfamiliar situations in an amusing and friendly way. each title features stephen cartwright's delightful illustrations, providing lots to look at and talk about.",0
7149,snowflake kisses and gingerbread smiles (pob),"a sparkling holiday picture book with a soft, padded cover featuring striking photos of young african-american children celebrating christmas, one of the most popular holidays of the year.<br /><br />what do you think of when you think of christmas? christmas trees, santas, reindeers, presents galore, and more are captured in this precious holiday book. made up of 16 sturdy, cardstock pages, this book features snappy, rhyming text by author toni trent parker that focuses on all of the things young children identify within their christmas celebration. photographer earl anderson illustrates the text effectively with full-color photographs of the popular christmas items and adorable african-american children all dressed up for the holidays.",0
7150,sweets and treats,"a sparkling holiday picture book with soft, padded cover featuring striking photos of young african-american children celebrating halloween, one of the most popular holidays of the year.<br /><br />what do you think of when you think of halloween? costumes, pumpkin faces, candy corn, tricks, and treats. all of those things -- and more -- are captured in this precious holiday book. this holiday title is made up of 16 lush cardstock pages. author toni trent parker has filled each spread with snappy rhyming text. photographer earl anderson illustrates the text effectively with full-color photographs of popular halloween items and adorable african-american children in costume.",0
7151,rainy day alphabet book (beginning literacy),"two siblings, a brother and a sister, list alphabetically the things they do during rainy days.",0
7152,how many?,"this is a book that truly <i>has to be seen</i> to be appreciated. each spread features a different shape (square, circle, star, triangle, rectangle) that has been cleverly paper-engineered to form spectacular sculptures. readers are invited to find and count as many items as they can per spread-shapes within shapes, shapes of different colors, and so on. whether readers search and count or not, the beautiful paper sculptures will be admired by all who see them. this is a book like no other and belongs on everyone's home bookshelf.",0
7156,"no biting, puma!","it's puma's first day at school. he discovers so many wriggling tails to pounce on, he can't conceal his enthusiasm. he sneaks around giving his classmates nips and snips until monkey teaches him a lesson he can sink his teeth into, and sours puma's taste for biting for good!",0
7160,what colour are your knickers,"find out what colour knickers each of these animal characters is wearing in this lift-the-flap book. there's mrs moo, horse ned, sheep sharlene and spider wink - can you guess which colours they have chosen to wear?",0
7161,whose tail?,"every rock, every hill has its story, winston churchill wrote of the turbulent lands of the north-west frontier. here are those stories. against a background of the history and geography of the region, the author paints a vivid picture of this extraordinary place. drawing on written records, schofield unravels the history of the north-west frontier from alexander the great to the kidnapping of molly ellis; from the languages and religions to the women; from skirmishes, wars and the mujahedin struggle with the soviet union, to the more recent tragic history which continues to unfold there.",0
7172,freddie visits the dentist,these exceptionally attractive volumes are written and illustrated for preschool children. the pages of all little barron's toddler books are constructed of sturdy card stock that resists the inevitable wear and tear from preschoolers' hands. eye-catching illustrations on every page employ a range of vivid colors and each book's text is focused to help develop toddlers' listening and concentration skills.freddie brings his toy bear to the dentist for company -- and learns that a visit to the dentist can be pleasant!,0
7176,a pig is big,"<strong> what is big?</strong> join douglas florian and a decidedly big pink pig as they travel around town, across a continent, and through the universe, taking a look at things that are big <br /> bigger<br /> biggest!<br /><br />bulletin blue ribbon best of 2000 award",0
7178,joshua james likes trucks(rev),"rookie readers ""rm"" have provided entertaining, high-quality introductions to reading for more than a generation. each title features full-color, often hilarious illustrations and engaging stories that always involve a young child figuring out concepts or solving problems on his or her own. every new title contains a word list and a color-coded reading-level key on the back cover.",0
7179,my little counting book,-ideal for all preschool children.<br /><br />-basic concepts of numbers and counting introduced with fun activities to reinforce learning.<br /><br />-illustrated with beautiful color photographs.,0
7180,splash! (baby faces board book),"<b>the perfect bathtime book and an ideal first read-aloud book, this new addition to the popular baby faces series, has appealing photos of multicultural babies and toddlers, and a brief, rhyming text.</b><br />babies are mesmerized by other babies -- and the strikingly candid photos in splash! will keep little ones spellbound. roberta grobel intrater's vibrant photographs capture the many endearing expressions kids make as they play in water -- in the bath tub, in a pool, or in the rain. each book contains five spreads and sturdy board pages with rounded corners for safe handling by little ones, and the small convenient size is just right for taking along. coupled with the simple, rhyming text, this is a perfect first read-aloud book sure to please both parents and children.",0
7185,a children's treasury of songs,"<i>baa baa black sheep, have you any</i> . . . songs? children love to sing and be sung to, and these perennial tunes are always tops on the kids’ hit parade. little ones will love the repertory that includes “i’ve been working on the railroad,” “pop goes the weasel,” and “row, row, row your boat.” and some—like “itsy bitsy spider,” “pat-a-cake,” and “if you’re happy and you know it” are more than just fun: they develop physical dexterity and teach parts of the body, too. all the songs are great for entertaining restless youngsters on car trips, during play dates, or on a rainy day.",0
7191,the apple,"presents a reading scheme that contains stories, meant for children. this title includes the egg hunt, a story at stage 3. it offers teaching support material - guided reading cards, and teacher's notes included free with each pack of oxford reading tree books. it contains take-home cards for every storybook from stages 1 - 9.",0
7192,fetch!,"presents a reading scheme that contains stories, meant for children. this title includes the egg hunt, a story at stage 3. it offers teaching support material - guided reading cards, and teacher's notes included free with each pack of oxford reading tree books. it contains take-home cards for every storybook from stages 1 - 9.",0
7194,awakening the dragon: the dragon boat festival,"in ancient times, the chinese saw the dragon as both a protector and a threat, able to bring on rain or cause droughts. to honor this powerful creature, people created long narrow boats that they raced in an annual rainmaking festival.<br /><br />from the wearing of fragrant pouches, to the consumption of rice dumplings, to thrilling boat races, the dragon boat festival of today is a celebration of chinese traditions all over the world.<br /><br />arlene chan, a respected librarian and an experienced dragon boat racer, explores the origins of the festival, it’s customs, and the races themselves. beautifully detailed illustrations by song nan zhang let you experience the beauty and energy of this ancient festival.",0
7195,miss jump the jockey,"miss josie jump the jockey can't wait to gallop in a race like her mum, her brother and even her grandma, but everyone says she's too young. but then grandma's horse gets a sore throat and jimmy jump gets a splinter in his bottom so she might get her chance at last.",0
7196,mrs jolly’s joke shop,"‘i say, i say, i say, have you heard the story of mrs jolly’s joke shop? no? well, here it is!’ the jolly family love jokes and they know how to keep laughing, even when life gets tricky.<br /><br />based on the classic ‘happy families’ card game, this highly entertaining series is ideal for reading and sharing at home or at school. it is guided by the education adviser, brian thompson, and written by the award-winning author, allan ahlberg.<br /><br />‘the best thing to happen to beginner readers since dr seuss’ children’s rights workshop.",0
7197,the pet shop (funnybones),a dog skeleton is a boring pet so the two skeletons take him off to the - miaow! - squeak! - grunt!- pet shop to swap him for something better.,0
7198,give the dog a bone (funnybones),the dog skeleton is falling apart - bits of him are dropping off - bone by bone! who will pick up the pieces and put him back together again?,0
7200,babies on the go,babies are most definitely <i>on the move</i> in this exuberant rhyming celebration of all the ways animal parents carry their little ones. babies and toddlers everywhere will love learning about how all the different babies—including humans—get around.,0
7207,inside noah's ark,"die-cut in the shape of noah's ark, this thick, big-trim board book gives kids a fantastical inside view of a bustling, floating menagerie. make your way through one level of this jam-packed boat after another, with die-cut doors and windows allowing for a peek ahead and behind. with a simple rhyming text and eye-catching artwork, there will be no doubt why noah's ark is every kid's favorite bible story.",0
7208,who's in the sea? (sliding surprise books),"the sliding surprise books are proven best-sellers, with over one million copies sold! the four new titles, <i>who's bugging you? who's hatching? who's in the sea?</i> and <i>who's there?</i> are now available! stock up on these time-tested, interactive kid-pleasers. the only thing we've let slide is the price!",0
7213,babar the magician,"babar has been taking magic lessons, and he decides to put on a show at the palace. first, babar makes two doves fly out of his hat. then, he covers flora with his cloak - and pulls it away to reveal arthur! babar even uses magic to make zephir the monkey float out of the room. however, will babar be able to get zephir back? twenty-five years after its first publication, babar the magician enchants a whole new generation of babar fans.",0
7217,knick-knack paddywhack,"<b>
  <i>this old man</i>
</b><br /><b>
  <i>he plays one...</i>
</b><br /><b>
  <i>that makes reading lots of fun...</i>
</b><br /><br /><b>a favorite children's song gets bright new art that captures all its ""knick-knack, paddywhack, give a dog a bone"" rhythm and rhyme. </b><br /><br />every child loves <i>this old man</i>. every child sings it, at home and at school, and uses it to learn to count to 10. emily bolam's lively art will add to kids' pleasure, conveying every drop of the cumulative and entertaining antics. in a unique twist, the pictures show the amusing interaction between a father and son, as the dad drives the child crazy making knick-knack noises as he bangs on a drum, a treehouse, and even the boy's knees. the pictures will have kids laughing, and the familiar words will have them chorusing in joy.<br />",0
7231,baby sea turtle san diego zoo,"this title is suitable for children of ages 18 months to 5 years. with text approved by the animal authorities at sea world, photographs provided by the parks, and the well-known sea world brand on the cover, this new marine animal series is sure to be great. this book contains interesting facts with fun pictures of baby sea turtles.",0
7232,the story of rosa parks,"rosa parks is recognized as ""the mother of the civil rights movements"" and one of the most courageous women of the twentieth century. this story of only 200 words provides an introduction to rosa parks and uses simple, short words with only the bare outline of parks's life. the focus of the story is the history-making event of december 1, 1955, when rosa parks refused to give up her seat on the cleveland avenue bus.",0
7233,one baby jesus: a new twelve days of christmas,"useful for ages toddler &amp; upwards, this board book celebrates the true reason for the season. on each of the twelve days of christmas, a mother shows to her child additional pieces of the nativity scene: one baby jesus, two smiling parents, three wise men giving... until the stable is filled and a mother's love is revealed.",0
7234,the story of easter,"this board book describes this well-known story from the bible, told in only a few very simple and easily understood words. (baby/preschool)",0
7237,peek-a-boo christmas!,for the first time comes this christmas book in the same format as the highly successful peek-a-moo! and peek-a-boooo! full color.,0
7238,peek-a-choo-choo!,"here for the first time is a book about vehicles for toddlers in the same format as the highly successful <i>peek-a-moo!</i> and <i>peek-a-boooo!</i> preschoolers will love lifting the oversize flaps to play peek-a-boo with cars, planes, submarines, and, of course, trains. <i>guess who? peek-a-toot-toot! honks the tugboat. guess who? peek-a-vroom-vroom! revs the race car.</i> with its playful text and bright and friendly illustrations, <i>peek-a-choo-choo!</i> is the perfect introduction to ?things that go? for the youngest traveler.<br /><br />",0
7239,dinosaur abc: board book,"-ideal for children aged 3 years and up.<br /><br />-features 26 unique dinosaur models, from allosaurus to zephrosaurus specially commissioned from experts in the field.<br />",0
7241,disney's beauty and the beast,"come be our guest in the beast’s castle where teapots talk, spoons dance, and beautiful belle discovers that things are never quite as they seem. disney’s <i>beauty and the beast</i> is retold in the classic little golden book format.",0
7245,the tigger movie,"in this retelling of the movie, tigger can't get any of his friends to go bouncing with him. so he decides to go in search of his real family. but that's a lot easier said than done. will tigger ever find the family he longs for?",0
7246,archie's sweet shop (english today readers),action-packed and fun to encourage reading for enjoyment.,0
7251,five little pumpkins,"the favorite finger rhyme told in schools, libraries, and play groups every halloween is presented here in wonderfully humorous and endearing illustrations. five not-so-little pumpkins start out ""sitting on a gate."" but before long a wild evening is afoot. they roll along a country lane to join some trick-or-treaters--a ghost, two witches, a clown, and a devil. as the lights go out and a magical wind swirls by, all converge on a big, old victorian house--where every window has a spooky scene, and a skeleton comes to open the door! full of the halloween spirit from beginning to end, this playful and inviting book will prove a delight all year long.",0
7257,fun at the fair (my little pony),"<p> it's time for the fair, and the ponies are so excited! </p><p> there are lots of rides to enjoy, games to play, and prizes to win. </p><p> minty has her eye on a big teddy bear. will she go home with the special prize? </p><br /><br /><b>book details:</b> 
   format: paperback 
   publication date: 3/16/2004 
   pages: 24 
   reading level: age 4 and up",0
