,name,description,is_preschooler
5925,moon zoo,"a lunar landscape is the setting for a very special zoo wherelyrical, humorous verses illuminate an entrancing world that is both familiar and strange, while soft-toned, wonderfully strange illustrations capture the eerie beauty of the moon zoo.",1
5926,the tear thief,"each night, in the hours between supper and bedtime, the tear thief carries her waterproof, silvery sack as she steals the tears of every child who cries. but what does she do with all those tears? this warm, poignant, and beautifully illustrated story offers a thought-provoking message and a starting point to share children's emotional experiences.",1
5928,bitter dumplings,"after her father dies, a young chinese woman struggles to survive and finds she has much in common with an old hunchbacked woman in her village.",1
5930,before you were born,"once, long ago, the angel lailah, who knows all the mysteries of heaven, shared her secrets with you. the moment you were born, you forgot everything. but don't worry, in this book, you will learn about all those wonderful secrets again. and you will even know how you got that indentation above your lip! noted folklorist howard schwartz elegantly shapes this legend. matched with luminous art, before you were born is the perfect book for bedtime - and all the time.",1
5931,the princess and the pea,"when a prince sets out to find a princess to marry, he soon discovers this is not a simple task. there is no shortage of so-called princesses, but how can he tell whether or not they are what they claim to be? then one night, a great storm rages, there's a knock on the palace gate, and the prince's life is never the same. caldecott honors-winning artist rachel isadora exquisitely illustrates this retelling of the classic hans christian andersen fairy tale and takes readers to a beautiful african setting--a first for the ?true story? of a tiny pea that changed everything.<br /><br />",1
5933,clifford the firehouse dog,"released in time for ""fire prevention week"" in october, emily elizabeth and clifford pay a visit to clifford's brother nero, a fire rescue dog. while learning about fire safety, clifford unexpectedly helps out on a fire and rescues people from a burning building. full color illustrations.",1
5934,the pig who ran a red light,"after her pig george gets a ticket while driving her pick-up truck, miss rosemary uses his habit of imitating gertrude the cow to get him to behave as he should.",1
5935,the sassy monkey (read it! readers),"when wendy finds a monkey in her treehouse, she tries a number of ways to get rid of him.",1
5937,angelina at the fair,"all winter long, angelina has been looking forward to the first day of may when the fair will come to town.  angelina is upset when the day finally comes and her parents make her take her little cousin henry along to the fairground.  but after a day of adventures and surprises, they become the best of friends.",1
5938,baby's shoe,"“cock-a-doodle-doo! baby’s lost his shoe. is it in the hen hutch? whoops! no! shoo!” join baby’s big brother as he searches the farmyard for the lost shoe. and giggle as each turn of the page finds him in a sticky situation! while the search party grows ever larger, so does the shout-out-loud chorus—as all the animals join the hunt with a cacophony of quacks, woofs, moos, neighs, bleats, and cock-a-doodle-doos!",1
5939,dancing in the wings,"sassy worries that her too-large feet, too-long legs, and even her big mouth will keep her from her dream of becoming a star ballerina. so for now she's just dancing in the wings, watching from behind the curtain, and hoping that one day it will be her turn to shimmer in the spotlight. when the director of an important dance festival comes to audition her class, sassy's first attempts to get his attention are, well, a little wobbly. but sassy just knows, somehow, that this is her time to step out from those wings, and make her mark on the world. actress/choreographer <b>debbie allen</b> and <b>kadir nelson</b> collaborated on <b>brothers of the knight</b>, about which <b>school library journal</b> raved, ""the strutting high-stepping brothers are full of individuality, attitude, and movement.""",1
5940,belinda the ballerina,"once there was a ballerina named belinda. belinda loved to dance, but she had two big problems: her left foot and her right foot. when people made fun of her, belinda decided to give up dance forever. but what will she do without it? with her determination and spirit, she finds a way to continue doing what she loves best. belinda takes center stage in this charming story in which the size of her feet is rivaled only by the size of her heart.",1
5941,old mo,"- fits national reading standards by linking images to the text to provide picture clues and introducing age-appropriate vocabulary.<br />- the repetitive language, structure, and rhyming patterns help children decipher words.<br />- word lists at the back of each book help build reading vocabularies.<br />curriculum standards: <br />grades k-4 social studies standards<br />culture: i<br />- describe ways in which language, stories, folktales, music, and artistic creations serve as expressions of culture and influence behavior of people living in a particular culture.<br />individual development and identity: iv<br />- explore factors that contribute to one's personal identity such as interests, capabilities, and perceptions.",1
5942,firefighters to the rescue,"first you hear the siren, then you see the lights. soon, a red blur zooms by— it’s a truck of firefighters to the rescue! from practical jokes in the firehouse to legendary bravery, every detail of a firefighter’s life is fascinating. this picture book’s simple rousing text and playful illustrations allow even the youngest firefighter fans to follow their heroes through an ordinary day of cooking, laughing, putting out a fire and rescuing a beloved pet.",1
5943,dad's dinosaur day,"<b>what's happened to dad?</b> <br /> one magical morning, mikey's dad just isn't his usual self. he doesn't go to work, and he doesn't drive mikey to school. he's having a dinosaur day! <br /> when dad becomes a dinosaur he gets to play on the playground with mikey, take a shower in the yard, and have pizza for dinner. he and mikey have a real blast. but by the end of the day, mikey wants his old dad back. then, the next morning, something strange happens -- to mom!",1
5944,there was a cold lady who swallowed some snow!,"in this variation on the traditional cumulative rhyme, a woman swallows some snow, a pipe, some coal, a hat, a stick, and a scarf.",1
5945,toot & puddle,"celebrate the 10th anniversary of toot &amp; puddle with this redesigned hardcover edition of the story that started a series. this anniversary edition of the book includes a limited edition holly hobbie print suitable for framing. one day toot takes off to see the world, while puddle decides to stay home. this is the story of their wonderful adventures both far away and right at home. it's a story about being yourself and being a good friend.",1
5946,tom in the middle,"tom has a little brother who follows him everywhere and hurts his toys and books, and an older brother who can do almost everything and won't let tom play with his things.",1
5949,a day in the life of a police officer (dk readers l1: jobs people do),"the duties of police officers are simply explained to young readers in this book that features short sentences, simple vocabulary, word repetition, and visual clue to help readers learn new words. full color.",1
5950,"hello, house! (step into reading books)",a simple retelling of one of the tales of uncle remus in which brer wolf hides in brer rabbit's house in order to capture him when he comes home.,1
5953,there's nothing to do on mars,"when davey martin's family moves to mars, he discovers that there's nothing to do--at least until he and his robot dog polaris learn to seize the spirit of adventure. it's not until they've zipped around the planet on his flying scooter--climbing martian ""trees,"" digging up ""fossils,"" dancing in martian rain dances--that they discover a treasure that finally piques davey's interest--a source of water on the red planet!<br /><br />chris gall's new picture book plays on the themes (and ironies) of a complaint parents have heard from their children a thousand times: ""there's nothing to do!"" the book also offers a deeper lesson to our stationary, convenience-driven society: if you're creative and look carefully, you'll be amazed at what you find! <br />",1
5954,herman and marguerite: an earth story,an earthworm and a caterpillar become friends and work together to bring a neglected orchard back to life.,1
5955,the beach patrol,"<i>uh, oh! someone is caught in a rip. get ready! alert the other stands. rescue!</i><br /><br /><b>just another day by the sea? for the beach patrol, every day is full of adventure!</b><br /><br /> it takes a lot to make a beach run smoothly. from early-morning sand raking to locating a lost child or safely ushering in an oncoming storm-the beach community has a pulsing rhythm all its own.<br /><br />complete with an up-close search and rescue, this informative picture book offers an intriguing look at the daily inner workings of the beach patrol. there are also interesting facts on first aid, weather, wildlife, and more. so take a seat ""back beach"" or come a little closer and ""stand wet"" to get the inside scoop on a lifeguard's world.<br /><br /><br />",1
5956,goldie socks and the three libearians,"avid reader goldie socks wanders into a house made of books, and she must find just the right book and right reading spot.",1
5957,on meadowview street,"<strong>the perfect book for everyone who loves nature! </strong><strong><em>on meadowview street</em> celebrates the environment, ecosystems—and individual empowerment. </strong><br /><br />caroline moves to a new suburban house. the yard, like all the surrounding yards, is plain, boring grass. but then she discovers a wildflower. soon she’s got her own little wildflower preserve, carefully protected from dad’s lawn mower. she adds a tree . . . a pond . . . birdhouses . . .she’s brought a meadow to meadowview street! <br /><br />time brings more little meadows, as the neighbors see how beautiful and alive a yard can be. an ideal choice for classroom reading and sharing and for inspiring the creation of green corridors—safe havens for migrating birds and butterflies—at home. for fans of peter brown's <em>the curious garden</em>, joanna gaines's <em>we are the gardeners</em>, and christie matheson's <em>tap the magic tree</em>.<br /><br />“this lovely picture book offers children a quiet approach to embracing the natural world.”—<em>school library journal</em>, starred review <br /><br />“gentle persuasion for the naturalist in everyone.”—<em>kirkus reviews</em>",1
5960,arthur's chicken pox (arthur adventures),arthur the aardvark catches chicken pox a week before he is supposed to go to the circus.,1
5961,freedom summer,"<i>john henry swims better than anyone i know. <br />he crawls like a catfish, <br />blows bubbles like a swamp monster, <br />but he doesn't swim in the town pool with me. <br />he's not allowed.</i> <br /> joe and john henry are a lot alike. they both like shooting marbles, they both want to be firemen, and they both love to swim. <br /> but there's one important way they're different: joe is white and john henry is black and in the south in 1964, that means john henry isn't allowed to do everything his best friend is. <br /> then a law is passed that forbids segregation and opens the town pool to everyone. joe and john henry are so excited they race each other there...only to discover that it takes more than a new law to change people's hearts. <br /> this stirring account of the ""freedom summer"" that followed the passage of the civil rights act of 1964 powerfully and poignantly captures two boys' experience with racism and their friendship that defies it.",1
5963,who's in a family?,"family is important, but who's in a family? why, the people who love you the most!this equal opportunity, open-minded picture book has no preconceptions about what makes a family a family. there's even equal time given to some of children's favorite animal families. with warm and inviting jewel-tone illustrations, this is a great book for that long talk with a little person on your lap.",1
5964,a picture book of harriet tubman,"<p>harriet tubman was born a slave. she hated being a slave, so she escaped slavery on the underground railroad. during her life, harriet helped lead over 300 slaves to freedom on the underground railroad. this is her story.</p>",1
5965,farm-fresh cats,consider if you will<br /><br />an ordinary day . . .<br />an ordinary farm . . .<br />an ordinary crop . . .<br /><br />or is it?,1
5966,the old woman and her pig: an appalachian folktale,"""""goin' to town, <br /> gonna buy a little pig.<br /> jig jog jig jog<br /> jiggety-jig!"""" but when the old woman tries to take that little pig home to her little boy, the pig won't cross the bridge--""this"" little piggy is afraid of the water! the old woman pushes and pulls, cries and cajoles, with no luck. until she sees a dog, a rat, and a cat--can the old woman convince them to help her get the piggy back home?<br /><br />acclaimed storyteller margaret read macdonald and illustrator john kanzler bring new life to this classic tale.",1
5967,fanny,"sharing life lessons and memorable morals, the serendipity(tm) books are a seasoned favorite with children and parents alike. so journey to the magical, mystical land of serendipity(tm) with these four cherished editions featuring newly revised text from the author. <br /><br /> fanny, a kitten with only three legs, and her friend ruby, a puppy, help the other farm animals learn that being handicapped is only a state of mind.",1
5968,perfect harmony: a musical journey with the boys choir of harlem,"inspired by the boys choir of harlem, this book brings to life basic musical concepts, including harmony, tempo, rhythm, tenor, and bass in a collection of playfully educational poetry. to further enliven the proceedings, vibrant photos of the choir members embody the spirit of every theme in the book. through words and pictures, perfect harmony is a unique celebration of music that sings on every page.",1
5970,ancient egypt (dk revealed),"amazing see-through acetate pages take readers on a compelling voyage of discovery in this new series tailor-made to showcase the visual exploration of the human body and ancient egypt. this completely unique system of show-and-tell combines cutting-edge computerized photomontage and acetate technology with tried-and-true nonfiction subjects featuring material written, researched, and photographed by experts in each field.",1
5972,the candle in the window,"refusing to celebrate christmas in his disillusionment, german cobbler gunther is surprised when visitors to his shop place a candle in his window that they say will light the way for the christ child's visit.",1
5973,the legend of william tell (bantam little rooster book),recounts in rhyme the story of the legendary swiss folk hero who shot the apple from his son's head.,1
5974,the empress and the silkworm,"a fictionalized account of the empress of china's discovery, around 2700 b.c., that the cocoons of the worms in her mulberry trees were made of fine, shiny, silken thread which could be made into beautiful cloth.",1
5975,hop jump,"tired of hopping and jumping, betsy the frog sees the leaves float down from the trees and is inspired to leap and twirl--she calls it dancing. at first the other frogs tell her there is no room for dancing. but she eventually teaches everyone that there is room for hopping, jumping, <i>and </i>dancing. “a beautifully designed book that, like walsh’s earlier efforts, yields new subtleties and visual delights with each reading.”--<i>kirkus reviews</i><br />",1
5976,rabbit's bedtime,"what was good about today? thus begins this lyrical invitation to reflect on a day well spent. in gloriously simple fashion, rabbit's bedtime illustrates the satisfying balance of creating, sharing, thinking, and learning that sustains every child. above all, it reveals the power of love. a sweet enticement to reflect on the events of the day before nodding off to sleep",1
5977,shells! shells! shells!,"buddy and his mother spend a delightful day at the beach. they collect shells, and buddy’s mother explains how they are made. she answers buddy’s many questions about whelks, mussels, clams, and the rest of their discoveries. with her signature artwork using recycled paper, markers, crayons, actual shells, and colored pencils, nancy elizabeth wallace takes a closer look at everything a child will enjoy seeing. this book is a perfect introduction to environmental science and biology, but will also be useful to all enthusiastic beachcombers. a bookmark craft activity and a page of shell facts are included. you can visit her online at <a target=""_blank"" rel=""noopener nofollow"" href=""http://www.nancyelizabethwallace.com"">www.nancyelizabethwallace.com</a>.",1
5978,alphabet house,"nancy elizabeth wallace has done it again with her adorable three-dimensional artwork created with cut paper, scissors, and a glue stick. she invites children to enter an alphabet house and join a family of bunnies as they look for familiar objects starting with the letters a to z. if they miss anything, an easy-to-follow answer key is provided at the back. an almost wordless text makes <i>alphabet house</i> a great introduction to visual literacy, and the paper quilts on the endpapers add another colorful way to look at the alphabet.",1
5979,baby day!,"baby is awake and eager for a new day. the bunny is lifted out of the crib into loving arms for a day of nourishment, stimulation, play, and care. there is so much for baby to learn, so many ways for baby to grow.<br />the simple rhyming text and bright color illustrations will have young children reaching for the pages as they look, listen, touch, and smile at the special moments of their days. the book includes pages labeled with objects that all babies will recognize. perfect for teaching new words to babies and the perfect book for new parents and older siblings. sharing a baby day is like being enfolded in a warm, secure embrace.",1
5980,hansel and diesel,"""guzzle, guzzle, drip and drool, who is drinking all my fuel?""<br /><br />when hansel and diesel set out to search for fuel in their junkyard, they leave a path of nuts and bolts behind to show their way home. but when snow falls and they get lost, brother and sister truck have to fight the wicked winch all by themselves -- until their parents find the trail in the melting snow. david gordon's twist on the traditional brothers grimm tale shows the importance of family and caring for those you love.",1
5982,hercules: the strong man,"hercules is the strongest man in the world. he wrestled the nemean lion--and won. he beheaded the serpent-headed hydra, now, he must match muscle with atlas, the biggest giant in the world and get past the most awesome guard in the universe--a dragon with 100 heads. this all-new, action-packed, short-chapter series chronicles the adventures of the world's first superheroes--figures from classic myths and legends. full color.",1
5984,we need directions (rookie read-about geography),"<b>an introduction to the cardinal directions and how to find them using a compass, the sun, and a map.</b><br />emergent readers (ages 6-7) can expand their horizons and take off on adventures to cities, nations, waterways, and habitats around the world or right in their own backyard through this easy-to-read, nonfiction series.",1
5986,peter pan: the adventure begins,"fly away with peter pan to neverland, a world of magic and adventure. you'll meet the lost boys, fairies, mermaids, and a mean, old crocodile. but beware of captain hook and his henchmen -- they are always on peter's trail",1
5987,"happy valentine's day, gus!","every time gus has a lovely valentine's gift for his mother, it seems to meet with disaster.",1
5990,ten mile day and the building of the transcontinental railroad,chronicles the race to build the first railroad to cross the north american continent.,1
5991,the 100th day of school,"the children learn 100 spelling words, plant 100 seeds, bake 100 cookies, and do everything the 100 way to celebrate this special day.",1
5992,seeds grow!: level 1,"plant seeds and watch them grow into lovely sunflowers! easy, rhyming text and delightful artwork capture the fascinating process.",1
5993,plantzilla goes to camp,"mortimer henryson is thrilled when he is finally accepted by camp wannaleaveee, his father's childhood sleepaway camp. until he reads the camp rule: no pets of any kind are allowed! <br /><br /> it breaks mortimer's heart to leave his beloved plantzilla behind. and then at camp, mortimer discovers that the horrible, much-feared bully bulford whipland is his roommate. does plantzilla have a plan to watch over his friend and save the day? <br /><br /> friendship and true devotion conquer all in this charmingly madcap picture book by best-loved team of jerdine nolen and david catrow. everyone should have a friend like plantzilla --why not adopt a plant of your own?",1
5995,"it's a home run, charlie brown!",charlie brown is the manager of the losingest baseball team in little league.,1
5996,a charlie brown christmas,"surrounded by other kids with extremely commercial ideas about christmas, charlie brown struggles to understand the true spirit of the holiday.",1
5997,sing along song,"no toddler will be able to resist joining in with this toe-tapping, finger-snapping, sing-it-out-loud story! from a robin chirping in the morning, to a lazy dog snoozing on the kitchen floor, to the sound of daddy's home-at-last footsteps in the evening, the whole day rings with its own kind of music. lively illustrations of a loving family punctuate a rollicking text where the everyday sounds in a young child's world inspire the sweetest melodies.",1
5998,"figaro, the cat who snored","figro snores very loudly. he also sleeps a lot. you see the problem. so when his friends ask if he wouldn't mind taking his nap somewhere else, he's happy to oblige. the problem is, they miss him. (and the mice don't.) beautiful illustrations showcasing feline life in the belgian countryside compliment this simple story of friendship and compromise.",1
5999,cat in the manger,"a moving retelling of the christmas story as seen through the eyes of one little cat: <i>""everything was silent. it was as if all the animals held their breath. we looked at the baby, and the baby looked at us.""</i><br />a long time ago in a faraway land, a cat lived in a barn. he had to share it with the other animals: cows and goats, chickens and... mice! but that was all right; he was a good mouser.<br />then one wintry night the door flew open and in came a man and a woman to take shelter from the snow. soon the cat heard the cry of a new baby. visitors came to kneel before the family. in the crowded barn, every face was turned to the tiny infant.<br />through the eyes of one small cat, award-winning author/illustrator michael foreman retells the wondrous story of the first christmas.",1
6000,don't wake up the bear!,"it’s a cold, snowy night, and a big, soft bear sleeps soundly in his cave. a small hare wanders by, and since his ears are so cold, he snuggles up in the bear’s cozy den. before long, a fox comes along with the same idea. “you may come in,” says the hare, “but don’t wake up the bear!” as the night wears on, the nest of sleeping animals expands until a mouse with a cold curls up right in the bear’s ear—and wakes him up with a loud sneeze!<br /><br />warm, playful illustrations and a repeating refrain make this bedtime book perfect for year-round reading.",1
6001,the taxi that hurried (family storytime),"the taxi that hurried is about a speedy taxi and its driver, bill, who rush to get a mother and child to the train station.",1
6002,monster trucks!,"truck-loving toddlers will delight in this big, bright, bold book all about trucks. adults will chuckle as they discover not just the descriptive verse about the truck but that each truck has a personality. there is the milk truck, senor moo, and the snow plow, mr. salty, and don’t forget every little one’s favorite, big red, the fire truck. included at the end of the book is a key to the 14 types of trucks with all sorts of interesting features and facts about each truck. sure to impress old and young readers alike!",1
6003,brooms are for flying,"a funny, interactive halloween story for preschoolers.<br /><br /><i>bones are for shaking.</i><br /><i>capes are for sneaking.</i><br /><i>mouths are for moaning. </i><br /><i>tummies are for treating.</i><br /><br />one halloween, a little witch joins a group of young trick-or-treaters, and all participate in a wonderful foot-stomping, hand-clapping dance. but when the children take off their masks, they get a big surprise: under her mask, the little witch really is a witch -- and she shows the others that brooms really are for flying!<br /><br />with his signature bold, bright artwork and simple, engaging text, michael rex has created the perfect halloween book for preschoolers, who will love to do as the monsters do in this uproarious celebration. the rhythmic text begs to be chanted aloud, and the little witch provides all the thrills of this favorite holiday, without any of the chills.<br />",1
6004,iron hans,"with the help of iron hans, the wild man of the forest, a young prince makes his own way in the world and wins the hand of a princess.",1
6005,winnie flies again,"winnie the witch has trouble navigating crowded skies, so she tries changing her broomstick into other means of transportation, until she discovers what she really needs.",1
6006,winnie the witch,"winnie lived in her black house with her cat, wilbur. he was black too. and that is how the trouble began. everything in winnies house is black - the carpet, the chairs, the bed and the sheets, the pictures on the walls, and even the bathtub! and of course her cat, wilbur, is black too - all except for his bright-green eyes. whenever poor wilbur closes his eyes and tries to take a catnap, winnie stumbles right over him. or accidentally sits on top of him. until one day, when winnie gets a brilliant idea. what if wilbur were a different color?",1
6009,"that's not how you play soccer, daddy!","mikey is the super-competitive young captain of the hot diggedy diner soccer team. he works hard, even if his teammates are easily distracted by anthill investigations and turning themselves into whirlybirds. <br />after a tough practice, mikey only wants to practice for the big game. daddy offers to help, but to mikey's dismay he keeps bending the rules and telling his impatient son to ""just have fun."" after an irresistible ticklefest, however, mikey finally comes around to daddy's way of thinking--and joins him and socks in the worst, best soccer game ever!<br />author sherry shahan shows young readers that there is more than one way for kids to play--and enjoy--a game. illustrator tatjana mai-wyss's exuberant and whimsical watercolor illustrations reflect the characters' winning personalities and the upbeat spirit of the story.",1
6010,the jazzy alphabet,"the jazzy alphabet boogies and sings, making hot, cool, pizzazzy street-jammin' jazz.",1
6012,snowbaby could not sleep,"falling asleep can be hard work. just ask snowbaby! after counting snowflakes, snuggling up in blankets of snow, and singing don't put him to sleep, snowmama and snowpapa aren't sure what to do. but with a snip here and a clip there, they create the perfect friend to help snowbaby fall asleep, at last. young readers are sure to be charmed by lareau's cheerful snowfamily determined to have a good night's sleep, and ikishawa's illustrations may just have them wishing it were winter-or at least snowy-all year round.",1
6013,"city dog, country dog: adapted from an aesop fable","vincent van dog and henri t. lapooch are two very different dogs. when henri visits vincent in the country, he finds it a little too slow for his taste. and when vincent travels to the city to visit henri, the noise and bustle overwhelm him. it looks as if their friendship is doomed—until the two agree to meet somewhere neutral—at the beach! this bright, humorous book is a thoroughly original spin on the aesop's fable, “the town mouse and the country mouse.”",1
6014,ten-gallon bart,"ten-gallon bart, the sheriff of dog city, has plans to retire . . . until he hears that billy the kid is headed to town. billy is the roughest, toughest, gruffest goat in the country. if he reaches dog city, he’ll gobble up the whole town!<br /><br />ten-gallon bart must stop him. with the help of miss kitty and the other animals, he works up the courage to face the big bully. dorothy donohue’s illustrations rendered in textured paper bring this wild west story about unlikely heroes to a satisfying conclusion.",1
6015,little tom turkey,"tom is the youngest in a family of wild turkey chicks, but he has big ambitions. he never stops thinking about what he really wants to do -- to fluff his feathers and fan out his tail and strut like the magnificent big gobbler. but little tom is, well, little, and when he tries to strut, he just topples over. what tom doesn't know is that time and nature are on his side, and that all he really needs to do is be patient and concentrate on learning all the things a wild turkey needs to know.",1
6017,how tiger got his stripes: a folktale from vietnam,"this humorous folktale from vietnam, retold by rob cleveland, tells the story of tiger, who was once the proudest animal of the jungle. he was even prouder than the peacock. of course what tiger was most proud of was his beautiful golden coat. but unfortunately for tiger, he did not have wisdom and was jealous that only man seemed to possess it. so tiger approached man and demanded that he give tiger his wisdom. man then uses his wisdom to outsmart tiger when he finds himself tied to a tree with a rope. while trying to escape, tiger burns his coat on the rope, leaving permanent stripes on his beautiful golden coat. this wisdom story will teach readers the importance of courage, caring and resourcefulness.",1
6018,the magician's visit: a passover tale,a poor jewish couple is rewarded for its faith and charity by a mysterious magician.,1
6019,look at my book: how kids can write & illustrate terrific books,"with the help of some spunky and humorous characters, loreen leedy tells kids everything they need to do to become authors, illustrators, editors, and designers of their own fantastic books.",1
6020,my daddy snores,"a comical look at how one family deals with a dad's snoring problem.<br /><br />when daddy snores, the walls shake and the floor rumbles. every night of the week it gets worse! and no one gets any rest--not even the pet hamster!<br /><br />how will this family ever get a good night's sleep? find out in this fun-filled book about snoring.",1
6021,fish eyes: a book you can count on,"now toddlers can dive into counting with this board book edition of one of lois ehlert’s most popular books. with cutout fish eyes to touch and an energetic fish friend to guide them, they’ll have so much fun they won't even notice they’re learning!<br />",1
6022,itse selu: cherokee harvest festival,"step back in time for a captivating glimpse of cherokee life in pre-columbian north america. join little wolf and his family as they prepare to celebrate itse selu, the harvest festival. as night approaches the village, the magic of anticipation fills the air. the luscious feast, grandfather's storytelling, and the sacred corn dance weave a magical tapestry of tradition.<br /><br />itse selu celebrates the rich and expressive spirit of the ancient cherokee culture. the inclusion of cherokee vocabulary introduces readers to their language and creates a unique texture. a pronunciation key, alphabet, and glossary are included. the remarkable realism of don stewart's illustrations transports us effortlessly to little wolf's peaceful world.",1
6023,halloween hats,"<div><b>a romping, stomping halloween extravaganza</b><br /><br /><i>""hats for queens with diamonds bright,</i><br /><i>hats for brides all dressed in white.</i><br /><i>hats for fancy race-car drivers,</i><br /><i>hats with air for deep-sea divers.""</i><br /><br />it’s halloween night and the street is filled with every sort of character imaginable. but where are they going?<br /><br />come join the bats, witches, ghosts, and goblins as they march down the street to a great big halloween party.<br /><br />full of fun and surprises, the bouncy rhythm and exuberant pictures will make readers want to pick up a hat and try something new.<br /></div>",1
6024,tiger woman,"a greedy old woman sits on her doorstep eating bean curd. when a ragged old man asks her to share a bit of her food, she pokes him with her chopsticks and says, ""i'm a tiger when i'm famished, so begone, old beggar, vanish!"" the old man does as she demands, but not before making the selfish woman's words come true in a surprising way. full color.",1
6025,steamboat annie & the thousand pound catfish,"steamboat annie is called to the rescue when a hot-tempered, thousand-pound catfish and his wormy sidekick make things downright ""un""pleasant at a town called pleasant. illustrations.",1
6026,giant children,"goblins. boogers. stinky boys. these are the things of childhood, and they're all here in this outrageous collection of poems that look at the world through a child's eyes. featuring everything from the giant children of the title-who flip pages with amazing speed-to a turtle named jaws, the poetry included here is rambunctious, irreverent, funny, and sometimes even gross. tedd arnold, creator of the beloved <i>parts</i> and <i>more parts</i>, and brod bagert are good friends who have happily teamed up-with hilarious results.",1
6032,the bravest knight,"<i>i wish i lived a thousand years ago. there would be beautiful castles, kings and queens, good knights, bad knights, fair ladies in danger, evil dragons from the mountains, and a giant troll that roars and eats anything.</i> what kid hasn’t dreamed of living in fairy-tale times—hasn’t imagined himself as the bravest knight in all the land (or at least the knight’s faithful squire). as he has done in his celebrated there’s a nightmare in my closet and its follow-ups, mercer mayer brings childhood fantasy hilariously to life here. bad knights are forced to pick flowers for the king, a day’s adventure involves rescuing a cat from a tree, and our hero boldly fights a fire-breathing dragon using his trusty slingshot.<br /><br />this silly charmer, originally published in 1968 as <i>terrible troll,</i> has been entirely redone in vivid color. it’s a rediscovered gem with timeless appeal.<br /><br />",1
6040,one halloween night,"let the scholastic bookshelf be your guide through the whole range of your child's experiences--laugh with them, learn with them, read with them!<br />category: halloween<br /><br /><br />wendell, floyd, and mona can't seem to avoid trouble, particularly on halloween! it all starts when a black cat crosses their path while they're walking home from school, which seems to cause all their costumes to go awry. then, while trick-or-treating, some of their neighbors surprise them with tricks instead of treats. as if that weren't bad enough, a pack of nasty witches is chasing them through the neighborhood, making fun of their costumes! will the kids be able to save their halloween from disaster?",1
6041,detective larue: letters from the investigation,"ike larue--the devilish dog hero of mark teague's book sense book of the year, dear mrs. larue--goes from obedience school dropout to shrewd sleuth in this exceedingly funny sequel.<br /><br />as if obedience school wasn't bad enough, ike now finds himself in jail--wrongly accused (of course!) of terrorizing the hibbins' cats &amp; stealing their cat treats. once again, he pleads his case to mrs larue, who's vacationing in france, but to no avail. when a string of canary burglaries stalls the snort city police force's investigation--and reveals their crime-solving ineptitude--ike flees custody and takes matters into his own paws. expect more mad-cap comedy in ike's daring escapades (real and imagined), as well as ingenious split-screen visuals from the incomparable mark teague.",1
6042,could a tyrannosaurus play table tennis?,"this fun book features all sorts of dinosaurs drawn to scale in relation to the things around them, whether it's a golf club, a table tennis table, or a basketball court. there's also some extra information on these fascinating creatures. full color.",1
6043,mrs. mctats and her houseful of cats,"mrs. mctats loves cats -- and they love her too! at first mrs. mctats has only one cat, abner, but quickly finds herself in a house <i>bursting</i> with twenty-five! she names each one with a different letter of the alphabet, but stops short at z. then there's a scratch on the door. surprise! mrs. mctats finds what the family needs to be complete.",1
6044,faucet fish,"surreal illustrations brimming with color and detail bring to life this quirky story about a fish wish that comes wildly, wonderfully true. full color.",1
6045,inside a zoo in the city,"a squawking parrot wakes a colorful cast of sleeping creatures, and a symphony of chattering and barking ensues! this jolly story is told with picture words that invite young kids to ""read"" along. the combination of playful text and humorous illustrations will make this a favorite among emergent readers.",1
6048,clickety clack,"as the little black train goes from station to station, driver zach picks up more and more silly passengers. everything's fine when the cars are just full of talking yaks and singing acrobats, but adding two packs of elephants -- not to mention the ducks dancing in the aisles! -- is enough to create pure mayhem. but driver zach is a very patient man...until a pair of pesky little mice climbs on board and then everything really goes haywire!",1
6049,a train goes clickety-clack,"trains are fast. trains are sleek. trains make wonderful sounds as the wheels clatter, boilers hiss, and couplings clang. this playful picture book captures the excitement of trains through evocative language and vibrant illustrations. a little boy and his family are on a special train ride that can't be missed!<br /><br /><b>a children's book-of-the-month club selection</b>",1
6050,flip flop bop,"on the first day of summer where does everyone head? to the flip flop shop, of course, in this riotous tribute to the season's favorite footware. soon the whole town's flipping and flopping. at the pet shop, on the beach, in the rain and the glop, everyone's doing the flip flop bop! here is a joyous celebration of summertime fun, with bouncy, rhyming text that will have kids flip-flopping till they drop (doo-wop doo-wop)!<br />",1
6051,flip and flop,"flip is five and flop is two, and whatever flip does, flop does too. but big-brother penguins, just like human ones, sometimes think that little brothers are pests. flip wants to play with a buddy his own size, someone like hip, the polar bear. and that leaves little flop out in the cold.how flop finds a friend of his own -- and a game that everyone can enjoy -- makes for an endearing tale, written and illustrated with snowy sparkle.",1
6052,blossom and boo: a story about best friends,"from spring through the fall, a young bear and rabbit share the joys of friendship, which remain with them through the winter.",1
6053,froggy goes to bed,"it's time for bed! not if froggy has his way! even after a long day of playing, froggy's still not tired. his bath is ready, but first froggy has to find his boat. and where are his pajamas? and how did his toothbrush get into the cookie jar? oh, frrooggyy! now it's time to go to sleep, right? but froggy can't sleep without a bedtime story! join froggy as he hops, flops, and zips from one familiar bedtime ritual to another.<br /><br /> illustrated by frank remkiewicz<br /><br />",1
